filename,label,prediction
/kaggle/input/vehicle-damage-identification/test/glass shatter/3423.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/3423.jpg', 'crack': 7.7032987e-23, 'dent': 1.5376052e-21, 'glass shatter': 1.0, 'lamp broken': 2.6146054e-22, 'scratch': 3.5450841e-19, 'tire flat': 1.5644164e-24}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5942.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5942.jpg', 'crack': 2.8529485e-19, 'dent': 6.282377e-17, 'glass shatter': 1.0, 'lamp broken': 5.788925e-16, 'scratch': 1.0707062e-13, 'tire flat': 6.545119e-22}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/860.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/860.jpg', 'crack': 1.2039377e-12, 'dent': 0.01859418, 'glass shatter': 0.9813913, 'lamp broken': 1.1210795e-05, 'scratch': 3.3010099e-06, 'tire flat': 1.220816e-08}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/3630.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/3630.jpg', 'crack': 2.300116e-20, 'dent': 3.5709983e-17, 'glass shatter': 1.0, 'lamp broken': 6.7447034e-20, 'scratch': 1.2062304e-11, 'tire flat': 5.72322e-19}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/1741.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/1741.jpg', 'crack': 4.0494937e-18, 'dent': 4.804652e-07, 'glass shatter': 0.9999995, 'lamp broken': 6.8260264e-09, 'scratch': 6.50811e-17, 'tire flat': 7.4286695e-17}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/3845.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/3845.jpg', 'crack': 2.4788644e-19, 'dent': 1.7633874e-25, 'glass shatter': 1.0, 'lamp broken': 3.1233833e-21, 'scratch': 6.1702623e-13, 'tire flat': 1.8043241e-17}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/4769.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/4769.jpg', 'crack': 5.606454e-16, 'dent': 1.6564838e-20, 'glass shatter': 1.0, 'lamp broken': 3.8027754e-12, 'scratch': 1.12364916e-10, 'tire flat': 4.4091717e-18}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/4622.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/4622.jpg', 'crack': 1.5261757e-20, 'dent': 1.4940321e-21, 'glass shatter': 1.0, 'lamp broken': 3.711677e-18, 'scratch': 7.119563e-12, 'tire flat': 4.0823732e-20}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6105.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6105.jpg', 'crack': 1.6658119e-12, 'dent': 1.6167112e-12, 'glass shatter': 1.0, 'lamp broken': 4.3076335e-14, 'scratch': 7.503543e-11, 'tire flat': 5.2839067e-14}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/2052.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/2052.jpg', 'crack': 6.0308284e-06, 'dent': 0.00045505245, 'glass shatter': 0.99952614, 'lamp broken': 1.0543001e-10, 'scratch': 1.2772793e-05, 'tire flat': 7.777306e-14}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/4995.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/4995.jpg', 'crack': 4.007955e-12, 'dent': 6.445632e-10, 'glass shatter': 0.9992151, 'lamp broken': 0.0007848035, 'scratch': 1.5089975e-09, 'tire flat': 6.36126e-18}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6827.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6827.jpg', 'crack': 3.5736847e-16, 'dent': 7.927197e-18, 'glass shatter': 1.0, 'lamp broken': 6.797491e-11, 'scratch': 2.3799906e-10, 'tire flat': 1.8095155e-12}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/433.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/433.jpg', 'crack': 1.1623134e-13, 'dent': 3.1683985e-08, 'glass shatter': 0.99999964, 'lamp broken': 4.0545947e-07, 'scratch': 1.3271274e-13, 'tire flat': 1.42253926e-11}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/3133.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/3133.jpg', 'crack': 9.899961e-21, 'dent': 5.022258e-16, 'glass shatter': 1.0, 'lamp broken': 6.3034845e-15, 'scratch': 2.653608e-14, 'tire flat': 2.1241904e-16}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6592.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6592.jpg', 'crack': 1.0428904e-06, 'dent': 0.00021737549, 'glass shatter': 0.99978095, 'lamp broken': 2.3292307e-10, 'scratch': 6.5322376e-07, 'tire flat': 4.9340912e-08}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6731.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6731.jpg', 'crack': 1.7989898e-18, 'dent': 9.091706e-16, 'glass shatter': 1.0, 'lamp broken': 2.163615e-18, 'scratch': 2.1987334e-12, 'tire flat': 4.489108e-18}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/245.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/245.jpg', 'crack': 5.1288573e-10, 'dent': 0.71729684, 'glass shatter': 0.26541656, 'lamp broken': 8.1224425e-05, 'scratch': 0.01719481, 'tire flat': 1.0606636e-05}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5966.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5966.jpg', 'crack': 1.0429683e-18, 'dent': 7.740071e-20, 'glass shatter': 1.0, 'lamp broken': 4.112468e-17, 'scratch': 5.607847e-15, 'tire flat': 6.916968e-18}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5105.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5105.jpg', 'crack': 7.854954e-14, 'dent': 5.0697535e-09, 'glass shatter': 1.0, 'lamp broken': 3.7796355e-12, 'scratch': 1.7618281e-13, 'tire flat': 2.94456e-16}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/679.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/679.jpg', 'crack': 1.2810277e-13, 'dent': 4.0522593e-08, 'glass shatter': 1.0, 'lamp broken': 7.809805e-11, 'scratch': 6.5393023e-15, 'tire flat': 1.4657677e-12}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/511.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/511.jpg', 'crack': 0.0002941376, 'dent': 0.9986022, 'glass shatter': 0.0010855629, 'lamp broken': 5.104124e-06, 'scratch': 1.2489355e-05, 'tire flat': 4.3043443e-07}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6580.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6580.jpg', 'crack': 2.441227e-17, 'dent': 1.5575415e-13, 'glass shatter': 1.0, 'lamp broken': 2.2527074e-17, 'scratch': 5.5747627e-16, 'tire flat': 2.461613e-17}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/2260.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/2260.jpg', 'crack': 6.4535606e-11, 'dent': 6.1613036e-07, 'glass shatter': 0.9999945, 'lamp broken': 4.754245e-16, 'scratch': 4.9091077e-06, 'tire flat': 6.723277e-10}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/2524.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/2524.jpg', 'crack': 1.7307048e-06, 'dent': 0.9816961, 'glass shatter': 0.018261129, 'lamp broken': 3.8029507e-06, 'scratch': 3.7224574e-05, 'tire flat': 2.18474e-12}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/4793.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/4793.jpg', 'crack': 7.8410835e-08, 'dent': 3.0359252e-13, 'glass shatter': 0.99999964, 'lamp broken': 1.2082864e-07, 'scratch': 2.2304492e-09, 'tire flat': 1.4136825e-07}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6152.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6152.jpg', 'crack': 5.1567474e-12, 'dent': 3.0525513e-12, 'glass shatter': 0.9999999, 'lamp broken': 1.2418359e-11, 'scratch': 9.0538094e-08, 'tire flat': 3.696385e-12}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5736.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5736.jpg', 'crack': 3.427309e-26, 'dent': 8.047117e-26, 'glass shatter': 1.0, 'lamp broken': 1.0711439e-27, 'scratch': 5.98845e-16, 'tire flat': 6.031014e-26}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5231.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5231.jpg', 'crack': 1.8013651e-11, 'dent': 1.1348951e-05, 'glass shatter': 0.9999883, 'lamp broken': 2.5290314e-09, 'scratch': 4.1392718e-07, 'tire flat': 6.434761e-12}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5178.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5178.jpg', 'crack': 6.7868536e-19, 'dent': 8.954919e-16, 'glass shatter': 1.0, 'lamp broken': 1.4751772e-16, 'scratch': 4.7602803e-15, 'tire flat': 1.6943066e-18}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/2682.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/2682.jpg', 'crack': 3.096696e-17, 'dent': 3.8488123e-12, 'glass shatter': 1.0, 'lamp broken': 2.0492301e-08, 'scratch': 5.9411764e-13, 'tire flat': 1.3284981e-13}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/6740.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/6740.jpg', 'crack': 2.8652224e-16, 'dent': 9.147321e-18, 'glass shatter': 0.99999607, 'lamp broken': 1.256494e-14, 'scratch': 3.923537e-06, 'tire flat': 1.5476408e-14}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/3415.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/3415.jpg', 'crack': 3.7637347e-17, 'dent': 4.8528946e-21, 'glass shatter': 1.0, 'lamp broken': 4.360965e-17, 'scratch': 8.164768e-12, 'tire flat': 2.3892734e-14}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/5623.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/5623.jpg', 'crack': 3.7474932e-22, 'dent': 1.9947636e-29, 'glass shatter': 1.0, 'lamp broken': 1.02380673e-25, 'scratch': 1.058442e-13, 'tire flat': 3.5408133e-19}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/1923.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/1923.jpg', 'crack': 3.732325e-16, 'dent': 2.8894584e-12, 'glass shatter': 1.0, 'lamp broken': 6.907486e-15, 'scratch': 8.478805e-11, 'tire flat': 6.8446475e-20}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/3911.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/3911.jpg', 'crack': 0.19483422, 'dent': 0.8024283, 'glass shatter': 0.0016351279, 'lamp broken': 0.0001957171, 'scratch': 0.00090659957, 'tire flat': 4.077406e-08}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/2092.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/2092.jpg', 'crack': 8.898331e-22, 'dent': 2.721171e-19, 'glass shatter': 1.0, 'lamp broken': 4.3671813e-14, 'scratch': 2.099381e-14, 'tire flat': 5.8133606e-22}"
/kaggle/input/vehicle-damage-identification/test/glass shatter/2689.jpg,glass shatter,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/glass shatter/2689.jpg', 'crack': 1.3717888e-12, 'dent': 1.0043485e-07, 'glass shatter': 0.99999774, 'lamp broken': 4.7476828e-08, 'scratch': 2.1021253e-06, 'tire flat': 1.0210436e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/3750.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3750.jpg', 'crack': 5.0943267e-09, 'dent': 0.9986203, 'glass shatter': 7.351287e-11, 'lamp broken': 8.529676e-07, 'scratch': 0.0013786223, 'tire flat': 2.1902427e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/5039.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5039.jpg', 'crack': 1.0190524e-05, 'dent': 0.13116492, 'glass shatter': 2.2036586e-09, 'lamp broken': 0.8462164, 'scratch': 0.022608489, 'tire flat': 6.1877206e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/1700.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1700.jpg', 'crack': 2.2971147e-08, 'dent': 0.9998479, 'glass shatter': 1.7202228e-12, 'lamp broken': 4.5722237e-10, 'scratch': 0.000152127, 'tire flat': 1.0949683e-15}"
/kaggle/input/vehicle-damage-identification/test/dent/2907.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2907.jpg', 'crack': 4.5332332e-10, 'dent': 0.999985, 'glass shatter': 5.601085e-10, 'lamp broken': 2.8043217e-09, 'scratch': 1.4977024e-05, 'tire flat': 5.7422643e-13}"
/kaggle/input/vehicle-damage-identification/test/dent/6324.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6324.jpg', 'crack': 2.047941e-08, 'dent': 0.9999486, 'glass shatter': 4.8029415e-07, 'lamp broken': 3.8642585e-07, 'scratch': 5.056939e-05, 'tire flat': 4.0874512e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/1075.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1075.jpg', 'crack': 7.829856e-08, 'dent': 0.9999534, 'glass shatter': 1.529506e-08, 'lamp broken': 2.957591e-10, 'scratch': 4.648024e-05, 'tire flat': 1.3240746e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/3228.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3228.jpg', 'crack': 1.9815339e-08, 'dent': 0.97330815, 'glass shatter': 5.0819413e-06, 'lamp broken': 0.00048390526, 'scratch': 1.5572734e-05, 'tire flat': 0.02618727}"
/kaggle/input/vehicle-damage-identification/test/dent/4765.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4765.jpg', 'crack': 9.346186e-08, 'dent': 0.9960049, 'glass shatter': 9.976212e-08, 'lamp broken': 0.00079356984, 'scratch': 0.003201231, 'tire flat': 5.2705224e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/89.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/89.jpg', 'crack': 1.9967283e-06, 'dent': 0.9996043, 'glass shatter': 3.975976e-07, 'lamp broken': 1.034785e-12, 'scratch': 0.00039340477, 'tire flat': 9.848224e-12}"
/kaggle/input/vehicle-damage-identification/test/dent/2262.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2262.jpg', 'crack': 2.2244145e-05, 'dent': 0.9881401, 'glass shatter': 0.00024962192, 'lamp broken': 0.011164109, 'scratch': 0.00042395276, 'tire flat': 5.350988e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/2302.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2302.jpg', 'crack': 8.4904594e-10, 'dent': 0.9999559, 'glass shatter': 9.338699e-11, 'lamp broken': 2.4734913e-06, 'scratch': 4.1651852e-05, 'tire flat': 1.793627e-11}"
/kaggle/input/vehicle-damage-identification/test/dent/6719.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6719.jpg', 'crack': 1.2838494e-08, 'dent': 0.867107, 'glass shatter': 1.5711992e-09, 'lamp broken': 1.6978122e-09, 'scratch': 0.13289239, 'tire flat': 5.886401e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/3546.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3546.jpg', 'crack': 4.4659123e-07, 'dent': 0.9984162, 'glass shatter': 7.2934156e-09, 'lamp broken': 2.9647296e-12, 'scratch': 2.227677e-06, 'tire flat': 0.0015811035}"
/kaggle/input/vehicle-damage-identification/test/dent/4039.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4039.jpg', 'crack': 7.7815656e-07, 'dent': 0.9905591, 'glass shatter': 0.001363337, 'lamp broken': 6.078785e-12, 'scratch': 0.008076354, 'tire flat': 4.834145e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/4986.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4986.jpg', 'crack': 4.191358e-06, 'dent': 0.9942873, 'glass shatter': 1.8673178e-07, 'lamp broken': 0.005573306, 'scratch': 0.00013504649, 'tire flat': 2.7487528e-11}"
/kaggle/input/vehicle-damage-identification/test/dent/501.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/501.jpg', 'crack': 3.624996e-07, 'dent': 0.01811332, 'glass shatter': 0.0045381677, 'lamp broken': 5.962558e-05, 'scratch': 0.97728854, 'tire flat': 2.1781403e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/3467.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3467.jpg', 'crack': 1.8486355e-07, 'dent': 0.9996062, 'glass shatter': 2.5555256e-08, 'lamp broken': 0.000101324076, 'scratch': 0.0002923218, 'tire flat': 3.2394785e-11}"
/kaggle/input/vehicle-damage-identification/test/dent/5266.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5266.jpg', 'crack': 0.09685577, 'dent': 0.010890098, 'glass shatter': 3.266263e-05, 'lamp broken': 0.003661985, 'scratch': 0.8885595, 'tire flat': 3.809049e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/5794.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5794.jpg', 'crack': 1.7750065e-07, 'dent': 0.6457649, 'glass shatter': 7.164439e-07, 'lamp broken': 8.088719e-11, 'scratch': 0.3542342, 'tire flat': 8.803091e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/4757.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4757.jpg', 'crack': 5.551656e-07, 'dent': 0.9998789, 'glass shatter': 0.00010341656, 'lamp broken': 1.639901e-05, 'scratch': 6.4406055e-07, 'tire flat': 1.8785094e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/5465.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5465.jpg', 'crack': 1.6933846e-08, 'dent': 0.9999999, 'glass shatter': 3.8631132e-10, 'lamp broken': 1.7145059e-12, 'scratch': 8.885843e-08, 'tire flat': 4.536241e-14}"
/kaggle/input/vehicle-damage-identification/test/dent/2558.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2558.jpg', 'crack': 0.042979047, 'dent': 0.64536744, 'glass shatter': 0.00843733, 'lamp broken': 3.325415e-08, 'scratch': 0.30321613, 'tire flat': 2.0370157e-12}"
/kaggle/input/vehicle-damage-identification/test/dent/6274.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6274.jpg', 'crack': 3.7378304e-05, 'dent': 0.9978077, 'glass shatter': 1.3852786e-12, 'lamp broken': 4.0102094e-07, 'scratch': 0.0021546108, 'tire flat': 1.9178566e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/1920.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1920.jpg', 'crack': 1.6477028e-05, 'dent': 0.9985483, 'glass shatter': 4.5510977e-05, 'lamp broken': 0.001291413, 'scratch': 9.8241675e-05, 'tire flat': 1.2690212e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/2444.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2444.jpg', 'crack': 0.00067050196, 'dent': 0.9922456, 'glass shatter': 4.4626922e-10, 'lamp broken': 1.8933768e-08, 'scratch': 0.007083858, 'tire flat': 3.9042632e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/476.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/476.jpg', 'crack': 1.2113031e-06, 'dent': 0.963543, 'glass shatter': 4.2523578e-07, 'lamp broken': 4.4796534e-06, 'scratch': 0.036450837, 'tire flat': 3.8781067e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/2982.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2982.jpg', 'crack': 5.283856e-08, 'dent': 0.9989427, 'glass shatter': 1.4049142e-07, 'lamp broken': 7.5785894e-10, 'scratch': 0.0010571886, 'tire flat': 1.9716418e-14}"
/kaggle/input/vehicle-damage-identification/test/dent/5291.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5291.jpg', 'crack': 6.0652855e-10, 'dent': 0.9952441, 'glass shatter': 5.0518145e-09, 'lamp broken': 0.0047559086, 'scratch': 1.225427e-09, 'tire flat': 2.027153e-14}"
/kaggle/input/vehicle-damage-identification/test/dent/1746.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1746.jpg', 'crack': 0.00011162113, 'dent': 0.99654776, 'glass shatter': 2.264048e-10, 'lamp broken': 1.3261519e-08, 'scratch': 0.0033405977, 'tire flat': 2.113526e-11}"
/kaggle/input/vehicle-damage-identification/test/dent/6115.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6115.jpg', 'crack': 1.4609802e-09, 'dent': 0.99872285, 'glass shatter': 3.321075e-08, 'lamp broken': 1.7203995e-08, 'scratch': 0.0012771795, 'tire flat': 1.1793347e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/6761.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6761.jpg', 'crack': 7.8609526e-05, 'dent': 0.93610823, 'glass shatter': 0.004385175, 'lamp broken': 0.05107314, 'scratch': 0.008332631, 'tire flat': 2.2301772e-05}"
/kaggle/input/vehicle-damage-identification/test/dent/6813.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6813.jpg', 'crack': 6.982922e-09, 'dent': 0.9998456, 'glass shatter': 2.9581976e-10, 'lamp broken': 5.675338e-07, 'scratch': 0.00015379618, 'tire flat': 2.241446e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/5851.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5851.jpg', 'crack': 1.3390615e-05, 'dent': 0.9999794, 'glass shatter': 6.144114e-12, 'lamp broken': 2.2413396e-08, 'scratch': 7.278005e-06, 'tire flat': 1.5618631e-11}"
/kaggle/input/vehicle-damage-identification/test/dent/151.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/151.jpg', 'crack': 1.1893574e-07, 'dent': 0.9990607, 'glass shatter': 0.00046842694, 'lamp broken': 0.0002646466, 'scratch': 0.00020619958, 'tire flat': 6.4759464e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/2470.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2470.jpg', 'crack': 2.5642322e-11, 'dent': 0.99999905, 'glass shatter': 4.696842e-13, 'lamp broken': 3.8697565e-09, 'scratch': 9.95352e-07, 'tire flat': 1.8516427e-14}"
/kaggle/input/vehicle-damage-identification/test/dent/4357.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4357.jpg', 'crack': 2.4239302e-09, 'dent': 0.9999502, 'glass shatter': 3.975888e-05, 'lamp broken': 5.2876526e-06, 'scratch': 4.7770277e-06, 'tire flat': 5.005957e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/2627.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2627.jpg', 'crack': 0.0010057815, 'dent': 0.99054396, 'glass shatter': 0.0055104583, 'lamp broken': 2.3609855e-05, 'scratch': 0.0029161193, 'tire flat': 5.3037685e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/2795.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2795.jpg', 'crack': 1.0042057e-06, 'dent': 0.9978508, 'glass shatter': 9.835281e-12, 'lamp broken': 8.2532606e-05, 'scratch': 0.0020643172, 'tire flat': 1.3745159e-06}"
/kaggle/input/vehicle-damage-identification/test/dent/1144.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1144.jpg', 'crack': 1.1112013e-08, 'dent': 0.9997825, 'glass shatter': 4.429337e-09, 'lamp broken': 0.00020814255, 'scratch': 9.1032825e-06, 'tire flat': 3.5399634e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/4853.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4853.jpg', 'crack': 4.2213233e-06, 'dent': 0.9999862, 'glass shatter': 5.104991e-10, 'lamp broken': 2.7358424e-10, 'scratch': 9.649591e-06, 'tire flat': 4.932038e-11}"
/kaggle/input/vehicle-damage-identification/test/dent/1716.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1716.jpg', 'crack': 8.090444e-08, 'dent': 0.99954516, 'glass shatter': 1.6448165e-10, 'lamp broken': 0.00041144193, 'scratch': 4.3143216e-05, 'tire flat': 1.2073838e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/513.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/513.jpg', 'crack': 1.2528583e-08, 'dent': 0.9962745, 'glass shatter': 1.5162023e-05, 'lamp broken': 0.0037103929, 'scratch': 4.9768767e-09, 'tire flat': 2.192191e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/2505.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2505.jpg', 'crack': 8.1904117e-10, 'dent': 0.9997416, 'glass shatter': 1.197081e-09, 'lamp broken': 7.507556e-06, 'scratch': 0.00025066355, 'tire flat': 2.2614344e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/4889.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4889.jpg', 'crack': 9.5868515e-08, 'dent': 0.99999964, 'glass shatter': 2.0710649e-12, 'lamp broken': 4.0942886e-08, 'scratch': 1.9962715e-07, 'tire flat': 6.6312107e-09}"
